name,number,N,class_,class_sf,class_A,class_B,class_C,class_D,class_E,class_K,class_L,class_M,class_O,class_P,class_Q,class_R,class_S,class_V,class_X,class_Z,e,h,k
Giblin,7728,1,S,S,1.0E-6,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015938,0.037074,0.946987,0.0,0.0,0.0,,,
1987 DB6,7745,1,C,C,0.0,2.11E-4,0.998932,0.0,0.0,8.2E-5,0.0,0.0,0.0,1.0E-6,1.0E-6,0.0,7.74E-4,0.0,0.0,0.0,,,
1988 XB,7753,1,Ch,Ch,0.0,0.233823,0.76611,0.0,0.0,0.0,0.0,0.0,0.0,6.6E-5,0.0,0.0,0.0,0.0,0.0,0.0,,1,
Crabeels,7763,1,L,L,0.0,0.0,5.8E-5,0.0,0.0,0.0,0.822063,0.005167,0.0,1.6E-5,5.86E-4,0.0,0.172109,2.0E-6,0.0,0.0,,,
1994 JD,7783,1,E,E,0.0,0.0,0.0,0.0,0.99716,0.0,0.00242,7.1E-5,0.0,0.0,0.0,0.0,3.49E-4,0.0,0.0,0.0,,,0
Zhongkeyuan,7800,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82E-4,0.0,0.999718,0.0,0.0,,,
Zibiturtle,7817,1,P,P,0.0,4.4E-5,0.372207,0.0,0.0,0.0,0.0,0.002525,0.0,0.427932,5.24E-4,0.0,0.196766,2.0E-6,0.0,0.0,0,0,
1991 CS,7822,2,S,S,0.0,0.0,3.82E-4,0.298481,0.0,0.0,0.0,0.0,0.0,0.0,0.027533,0.0,0.672893,7.11E-4,0.0,0.0,,,
Jaroff,7829,1,E,E,0.0,9.0E-6,1.0E-6,0.0,0.911877,0.0,0.034121,0.002065,0.0,1.0E-6,0.0,0.0,0.051928,0.0,0.0,0.0,,,0
Barker,7868,1,C,C,0.0,0.001803,0.998068,0.0,0.0,6.4E-5,0.0,4.1E-5,0.0,0.0,0.0,0.0,2.4E-5,0.0,0.0,0.0,,0,
1993 UC,7888,2,S,S,1.0E-6,0.0,0.001734,0.0,0.0,0.0,0.004792,0.0,0.0,0.0,0.003843,0.0,0.989625,6.0E-6,0.0,0.0,,,
1994 LX,7889,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Ohkuma,7898,1,S,S,0.0,0.0,3.0E-6,0.0,0.021793,3.6E-5,0.0,0.00405,0.0,2.0E-6,6.0E-6,0.0,0.974109,1.0E-6,0.0,0.0,,,
1977 QQ5,7977,1,S,S,0.0,0.0,0.001514,0.0,0.0,1.0E-6,0.0,1.0E-6,0.0,0.0,0.108575,0.0,0.888218,0.001691,0.0,0.0,,,
Romania,7986,1,A,A,0.999846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53E-4,0.0,0.0,0.0,,,
1988 TQ4,8008,1,C,C,0.0,0.030179,0.969298,0.0,0.0,2.0E-6,0.0,5.0E-6,0.0,5.13E-4,1.0E-6,0.0,2.0E-6,0.0,0.0,0.0,,0,
1990 MF,8014,1,S,S,3.7E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999963,0.0,0.0,0.0,,,
Johnmckay,8026,1,E,E,0.0,0.0,0.0,0.0,0.9977,0.0,0.002288,7.0E-6,0.0,0.0,0.0,0.0,5.0E-6,0.0,0.0,0.0,,,0
Michaeladams,8032,1,Ch,Ch,0.0,0.001392,0.458415,0.0,0.0,0.030088,0.0,0.251029,0.0,0.001899,2.3E-5,0.0,0.257152,0.0,0.0,0.0,,1,
1993 HO1,8037,2,S,S,9.3E-5,0.0,1.0E-6,0.0,0.0,0.001375,0.194592,3.1E-5,0.0,0.0,0.0,4.0E-6,0.8039,0.0,3.0E-6,0.0,,,
1992 BG,8091,1,C,C,0.0,5.4E-5,0.688381,0.0,0.0,0.046345,0.001435,0.263418,0.0,1.7E-5,6.0E-6,0.0,3.45E-4,0.0,0.0,0.0,,0,
Carpino,8106,2,Ch,Ch,0.0,0.001536,0.975221,0.0,0.0,1.0E-6,0.0,1.1E-5,0.0,0.012292,0.0,0.0,0.010938,0.0,0.0,0.0,,1,
Ruff,8149,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
1991 WA,8176,2,S,S,1.2E-5,0.0,4.1E-4,0.0,4.8E-4,4.32E-4,0.0,1.4E-5,2.6E-5,0.0,0.135883,0.250377,0.612345,2.0E-5,0.0,0.0,,,
1994 AH2,8201,1,S,S,1.0E-6,0.0,1.98E-4,0.0,0.0,0.0,0.0,7.0E-6,0.0,0.0,0.169104,0.0,0.830624,6.6E-5,0.0,0.0,,,
Cornell,8250,1,M,M,0.0,0.0,0.0,0.0,4.3E-5,1.0E-6,0.23272,0.761779,0.0,1.2E-5,0.0,0.0,0.005444,0.0,0.0,0.0,0,,0
Shoko,8306,2,Q,Q,0.0,0.0,3.79E-4,0.0,0.0,0.0,0.0,0.0,0.001762,0.0,0.859214,0.0,0.138645,0.0,0.0,0.0,,,
Medina,8333,1,S,S,0.0,0.0,0.002484,0.0,0.0,1.7E-5,0.0,8.2E-5,0.0,0.0,0.215882,0.0,0.781037,4.97E-4,0.0,0.0,,,
1984 CF,8334,1,S,S,0.0,0.0,9.5E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04E-4,3.4E-5,0.999567,0.0,0.0,0.0,,,
Stephengould,8373,2,Mk,M,0.24253,0.0,0.0,0.004226,0.0,1.0E-6,0.0,0.564318,0.0,0.005055,0.0,0.0,0.183871,0.0,0.0,0.0,,,1
1993 FO6,8388,1,A,A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Popovich,8444,1,S,S,1.0E-6,0.0,1.0E-5,0.0,0.0,0.0,4.0E-6,0.0,0.0,0.0,7.9E-5,2.2E-5,0.999882,2.0E-6,0.0,0.0,,,
Egorov,8450,1,C,C,0.0,0.00116,0.864357,0.0,0.0,0.0,0.0,2.4E-5,0.0,0.091313,0.0,0.0,0.043147,0.0,0.0,0.0,,0,
1991 PK11,8513,1,P,P,0.0,0.0,0.143534,0.0,0.0,0.010187,3.39E-4,0.164955,0.0,0.672711,1.86E-4,0.0,0.007871,2.16E-4,0.0,0.0,0,0,
Hyakkai,8516,1,S,S,1.0E-6,0.0,1.25E-4,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.008658,0.029073,0.960968,0.001174,0.0,0.0,,,
1992 DM6,8518,1,C,C,0.0,0.221451,0.776015,0.0,0.0,3.02E-4,3.0E-5,0.002193,0.0,1.0E-6,7.0E-6,0.0,0.0,0.0,0.0,0.0,,0,
1996 EN,8566,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
1996 HW1,8567,4,S,S,8.0E-6,0.0,0.001166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266694,0.01209,0.72004,2.0E-6,0.0,0.0,,,
Alineraynal,8651,1,M,M,0.0,0.0,0.002987,0.0,0.0,0.00669,0.04158,0.828604,0.0,0.050253,0.003477,0.0,0.066077,3.31E-4,0.0,0.0,,,
Matsuki,8693,1,R,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1E-5,0.695085,1.1E-4,0.304753,0.0,0.0,,,
Crane,8761,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Dudorov,8795,1,M,M,2.0E-6,2.0E-6,1.8E-5,0.0,0.0,0.0,0.0,0.834383,0.0,0.039297,0.0,0.0,0.126298,0.0,0.0,0.0,,,
Yano,8906,1,C,C,0.0,0.005055,0.92911,0.0,0.0,0.0,0.0,6.33E-4,0.0,0.036367,0.0,0.0,0.028835,0.0,0.0,0.0,,0,
Ryojiro,8927,1,C,C,0.0,0.022721,0.97726,0.0,0.0,0.0,0.0,0.0,0.0,1.3E-5,0.0,0.0,5.0E-6,0.0,0.0,0.0,,,
James Bond,9007,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5E-4,4.4E-5,0.0,0.999407,0.0,0.0,,,
Othryoneus,9030,1,D,D,0.0,0.0,1.1E-5,0.995106,0.0,7.0E-6,5.56E-4,1.3E-5,0.0,2.54E-4,0.0,0.0,0.004052,0.0,0.0,0.0,,,
Uhland,9052,1,C,C,0.0,0.044166,0.883247,0.0,0.0,4.8E-4,1.7E-5,0.072072,0.0,0.0,1.7E-5,0.0,1.0E-6,0.0,0.0,0.0,,0,
1993 OD,9068,4,B,B,0.0,0.30046,0.182282,0.0,0.0,0.177757,0.204952,0.104688,0.0,0.0,1.2E-5,0.0,0.010609,0.0,0.019238,0.0,,,
Hovland,9069,1,S,S,1.81E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0E-6,0.0,0.999816,0.0,0.0,0.0,,,
Leonardmartin,9082,1,C,C,0.0,0.0056,0.942649,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.044406,0.0,0.0,0.007334,0.0,0.0,0.0,,0,
Stefanovalentini,9121,1,D,D,0.0,0.0,0.0,0.919229,0.0,0.0,0.0,4.81E-4,0.0,0.065539,0.0,0.0,0.014746,0.0,0.0,5.0E-6,,,
Kourakuen,9147,2,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
1993 FK21,9200,1,S,S,0.0,0.0,0.003144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3E-4,0.0,0.996226,0.0,0.0,0.0,,,
1995 WO8,9219,1,C,C,0.0,0.005627,0.815999,1.0E-6,0.0,0.0,0.0,0.003735,0.0,0.020276,0.0,0.0,0.154362,0.0,0.0,0.0,,0,
Shunkai,9254,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001008,0.114033,4.0E-6,0.884954,0.0,0.0,,,
1994 TW1,9400,2,S,S,0.0,0.0,0.001147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012344,0.05953,0.923201,0.003778,0.0,0.0,,,
1994 UQ11,9404,1,S,S,1.5E-5,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.999981,3.0E-6,0.0,0.0,,,
Erichthonios,9430,1,D,D,2.0E-5,0.0,2.67E-4,0.829172,0.0,3.98E-4,0.138408,0.006416,0.0,0.006791,0.0,0.0,0.018488,3.9E-5,0.0,0.0,,,
1998 QQ36,9476,1,C,C,0.0,0.12724,0.564661,0.0,0.0,0.276113,0.0,0.031287,0.0,4.07E-4,4.0E-6,0.0,2.87E-4,0.0,0.0,0.0,,0,
Menchu,9481,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Jean-Luc,9531,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Colas,9553,2,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Dumont,9554,1,S,S,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999995,5.0E-6,0.0,0.0,,,
1988 RQ5,9570,1,S,S,0.0,0.0,2.97E-4,0.0,0.0,9.7E-5,0.0,4.6E-5,0.0,1.0E-6,8.61E-4,0.0,0.998699,0.0,0.0,0.0,,,
1996 AF2,9652,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5E-5,0.030849,3.0E-6,0.969132,0.0,0.0,,,
Amastrinc,9667,1,C,C,0.0,0.179265,0.820296,0.0,0.0,1.7E-5,0.0,5.4E-5,0.0,3.65E-4,0.0,0.0,1.0E-6,0.0,0.0,0.0,,,
Oceax,9713,1,M,M,0.0,0.0,0.0,5.3E-5,0.0,0.001234,9.8E-5,0.987833,0.0,0.010666,0.0,0.0,1.16E-4,0.0,0.0,0.0,0,,0
1991 RU17,9763,1,S,S,3.0E-6,0.0,0.0,0.0,0.0,1.0E-6,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.999993,2.0E-6,0.0,0.0,,,
Nonodakesan,9792,1,Ch,Ch,0.0,0.06855,0.925442,0.0,0.0,0.0,0.0,9.3E-5,0.0,0.005913,1.0E-6,0.0,0.0,0.0,0.0,0.0,,1,
Thronium,9799,1,D,D,0.0,0.0,0.0,0.990337,0.0,0.0,0.0,1.0E-6,0.0,0.003267,0.0,0.0,4.5E-4,0.0,0.0,0.005944,,,
Eurymachos,9818,1,P,P,0.0,0.00177,0.393292,0.0,0.0,2.0E-4,0.0,0.013858,0.0,0.55793,0.0,0.0,0.032951,0.0,0.0,0.0,0,0,
Archaeopteryx,9860,1,Ch,Ch,1.6E-5,0.029141,0.774678,6.62E-4,0.0,0.0,0.0,8.52E-4,0.0,0.162546,2.0E-6,0.0,0.032103,0.0,0.0,0.0,,1,
Freundlich,9873,1,S,S,1.0E-6,0.0,1.0E-6,0.0,0.0,4.0E-6,6.0E-6,2.56E-4,0.0,2.0E-6,0.0,0.0,0.999728,3.0E-6,0.0,0.0,,,
Yoshiro,9898,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999998,2.0E-6,0.0,0.0,,,
ESA,9950,1,S,S,0.0,0.0,4.0E-4,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.0,4.68E-4,0.001573,0.997553,4.0E-6,0.0,0.0,,,
Braille,9969,1,R,R,1.8E-5,0.0,1.2E-5,0.0,0.0,0.0,0.0,0.0,7.0E-6,0.0,0.022759,0.621968,0.355151,8.3E-5,0.0,0.0,,,
1992 ST1,9970,1,P,P,2.01E-4,3.54E-4,0.048772,0.001396,0.0,0.0,0.0,9.9E-5,0.0,0.910707,2.7E-5,0.0,0.038443,1.0E-6,0.0,0.0,0,0,
Rickfienberg,9983,1,S,S,0.053234,0.0,0.0,0.0,0.0,0.0,0.0,3.08E-4,0.0,6.0E-6,0.0,0.0,0.914736,1.0E-6,0.0,0.031715,,,
1997 TG19,9992,1,M,M,0.0,1.0E-6,2.0E-6,7.0E-6,0.0,0.003937,9.0E-6,0.848452,0.0,0.147451,0.0,0.0,1.42E-4,0.0,0.0,0.0,,,
Malytheatre,10007,1,C,C,0.0,0.016785,0.722265,0.0,0.0,0.0,0.0,3.0E-6,0.0,0.253461,0.0,0.0,0.007487,0.0,0.0,0.0,,0,
Raypickard,10037,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5E-5,0.404903,4.0E-6,0.595049,0.0,0.0,,,
Eijikato,10094,1,S,S,0.0,0.0,1.5E-5,0.0,8.0E-6,2.67E-4,0.002023,0.003437,0.0,0.0,1.0E-4,0.0,0.994148,1.0E-6,0.0,0.0,,,
1992 SK,10115,2,S,S,2.0E-6,0.0,4.3E-5,0.0,6.31E-4,0.015337,6.0E-6,0.109759,0.0,6.5E-5,0.261108,1.0E-6,0.613045,1.0E-6,0.0,0.0,,,
1994 PN,10150,2,S,S,0.0,4.5E-5,0.26502,4.5E-5,0.0,0.001761,0.0,3.0E-6,0.0,0.100262,0.051594,0.0,0.568885,4.0E-6,0.012382,0.0,,,
1995 BL2,10165,1,A,A,0.999723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77E-4,0.0,0.0,0.0,,,
Nebraska,10195,1,S,S,2.0E-6,0.0,2.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86E-4,0.006011,0.993699,0.0,0.0,0.0,,,
Chariklo,10199,1,D,D,1.0E-5,0.0,0.001413,0.939958,0.0,3.97E-4,0.047981,0.001956,0.0,0.003984,0.0,0.0,0.004263,3.9E-5,0.0,0.0,,,
Nikdollezhal',10261,1,Z,Z,0.002088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3E-5,0.0,0.0,0.051789,0.0,0.0,0.94609,,,
Renemichelsen,10285,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0E-6,0.001226,5.2E-5,0.998719,0.0,0.0,,,
Hippolyta,10295,1,S,S,0.0,0.0,3.05E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008472,3.8E-5,0.991177,7.0E-6,0.0,0.0,,,
1989 ML,10302,1,E,E,0.0,3.6E-5,1.92E-4,0.0,0.592871,0.085196,0.314522,4.62E-4,0.0,0.0,4.5E-5,0.0,0.006676,0.0,0.0,0.0,0,,0
Batens,10327,1,S,S,7.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999,3.0E-6,0.0,0.0,,,
1992 LN,10349,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Thirouin,10473,1,M,M,1.0E-6,0.0,2.01E-4,0.0,0.0,0.016156,1.0E-6,0.582754,0.0,0.262209,3.0E-6,0.0,0.138634,4.2E-5,0.0,0.0,0,,
Hecht,10484,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027802,0.0,0.972198,0.0,0.0,,,
Doga,10504,1,S,S,0.001258,0.0,1.0E-6,0.0,0.0,1.7E-5,0.0,3.1E-5,0.0,0.0,1.0E-6,0.0,0.997748,9.44E-4,0.0,0.0,,,
1991 RY16,10537,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3E-5,0.015419,0.0,0.984488,0.0,0.0,,,
Izhdubar,10563,1,Q,Q,0.0,0.0,0.003031,0.0,0.0,0.0,0.0,0.0,6.91E-4,0.0,0.887016,0.0,0.108796,4.66E-4,0.0,0.0,,,
1997 UH1,10614,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8E-5,0.0,0.999911,0.0,0.0,,,
1998 QK56,10636,1,S,S,0.0,0.0,0.0,0.0,7.0E-6,0.0,7.0E-6,0.0,0.0,0.0,0.0,0.0,0.999982,5.0E-6,0.0,0.0,,,
Feldberg,10666,2,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Nagler,10715,1,A,A,0.999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.0,,,
1992 OM8,10800,1,S,S,0.0,0.0,0.002665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010744,4.55E-4,0.985669,4.66E-4,0.0,0.0,,,
Mathlener,10977,1,A,A,0.973016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026984,0.0,0.0,0.0,,,
Fristephenson,10979,1,Ch,Ch,0.0,3.41E-4,6.5E-5,0.0,0.0,0.0,0.0,0.016316,0.0,0.982931,0.0,0.0,3.46E-4,0.0,0.0,0.0,,1,
Veryuslaviya,10992,1,S,S,0.244047,0.0,0.0,3.2E-5,0.0,0.0,0.0,0.001149,0.0,0.081066,0.0,0.0,0.634044,1.0E-6,0.0,0.039661,,,
1991 FA,11054,1,S,S,1.23E-4,0.0,1.0E-6,0.0,0.0,0.0,0.0,1.2E-5,0.0,0.0,0.034419,0.008065,0.957377,2.0E-6,0.0,0.0,,,
Sigurd,11066,1,S,S,0.0,0.0,1.4E-5,0.0,0.0,0.0,4.46E-4,0.0,0.0,0.0,1.0E-6,0.0,0.999539,0.0,0.0,0.0,,,
Mitsunori,11079,1,S,S,1.5E-5,0.0,6.0E-6,0.0,1.0E-6,6.9E-4,0.0,7.45E-4,0.0,0.0,1.2E-5,1.0E-6,0.998526,4.0E-6,0.0,0.0,,,
1994 CS8,11089,1,P,P,0.0,1.35E-4,0.246738,8.0E-6,0.0,0.013001,0.0,0.016036,0.0,0.722465,0.0,0.0,0.001616,0.0,0.0,0.0,0,0,
Modra,11118,1,C,C,0.0,0.137338,0.86244,0.0,0.0,0.0,0.0,7.0E-6,0.0,2.13E-4,1.0E-6,0.0,0.0,0.0,0.0,0.0,,,
1999 HP8,11214,1,Ch,Ch,0.0,3.45E-4,6.3E-5,0.0,0.0,0.0,0.0,0.008974,0.0,0.990256,0.0,0.0,3.61E-4,0.0,0.0,0.0,,1,
Etna,11249,2,S,S,3.9E-5,0.0,0.0,0.340073,0.002359,0.0,0.0,0.023671,0.0,1.8E-5,0.0,0.0,0.630988,1.0E-6,0.0,0.002851,,,
Belenus,11284,1,S,S,2.95E-4,0.0,2.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017232,0.285093,0.697319,5.8E-5,0.0,0.0,,,
Peleus,11311,1,S,S,0.0,0.0,0.001558,0.0,0.0,1.9E-5,0.0,4.0E-6,0.0,0.0,0.316921,0.0,0.681429,6.9E-5,0.0,0.0,,,
1994 XZ4,11318,1,X,X,0.0,0.0,5.4E-5,2.99E-4,0.0,0.017256,2.0E-6,0.0055,0.0,0.006233,0.0,0.0,9.8E-4,0.0,0.969675,0.0,,,
Schiele,11338,1,C,C,0.0,0.133167,0.866601,0.0,0.0,0.0,0.0,2.0E-6,0.0,2.3E-4,1.0E-6,0.0,0.0,0.0,0.0,0.0,,,
Leucus,11351,1,D,D,1.0E-5,0.0,1.24E-4,0.90997,0.0,1.18E-4,0.008781,0.017835,0.0,0.054692,0.0,0.0,0.008446,2.4E-5,0.0,0.0,,,
1998 VU4,11388,1,C,C,0.0,0.023376,0.893479,0.0,0.0,0.068438,0.0,0.013404,0.0,0.001181,0.0,0.0,1.22E-4,0.0,0.0,0.0,,,
Iphinous,11395,1,P,P,0.0,2.21E-4,0.0,1.91E-4,0.0,0.0,0.0,5.0E-6,0.0,0.999582,0.0,0.0,2.0E-6,0.0,0.0,0.0,,,
1998 YP11,11398,3,S,S,0.0,0.0,0.00381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026229,0.024967,0.944969,2.4E-5,0.0,0.0,,,
1999 CV3,11405,2,S,S,4.0E-6,0.0,8.8E-5,0.0,0.0,0.0,0.0,0.0,9.0E-6,0.0,0.421791,1.7E-5,0.578088,3.0E-6,0.0,0.0,,,
Ucciocontin,11406,1,S,S,0.007833,0.0,0.0,0.0,0.0,0.0,0.0,2.0E-6,0.0,0.0,3.0E-5,9.0E-6,0.991921,2.06E-4,0.0,0.0,,,
Willemkolff,11427,1,S,S,0.0,0.0,0.0,0.002967,0.0,0.0,0.0,0.001827,0.0,0.002656,0.0,0.0,0.907096,0.0,0.0,0.085454,,,
1988 RM11,11488,1,S,S,0.018989,0.0,0.0,0.001506,0.0,0.0,0.0,0.072571,0.0,0.021269,0.0,0.0,0.88505,1.0E-6,0.0,6.15E-4,,,
Tomaiyowit,11500,1,S,S,0.0,0.0,2.2E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9E-5,0.002736,0.997223,0.0,0.0,0.0,,,
Jerrylewis,11548,1,S,S,0.0,0.0,4.8E-4,0.0,0.0,5.4E-5,0.0,7.24E-4,0.0,0.0,0.023208,0.0,0.975422,7.6E-5,3.4E-5,0.0,,,
1997 GO24,11663,1,P,P,0.0,4.0E-6,0.027407,0.0,0.0,0.013715,1.01E-4,0.425643,0.0,0.51972,1.62E-4,0.0,0.013207,4.2E-5,0.0,0.0,0,0,
1998 FL105,11699,1,V,V,5.0E-6,0.0,1.0E-6,0.0,0.0,0.0,0.0,1.0E-6,0.098002,0.0,0.01974,3.32E-4,0.088665,0.793254,0.0,0.0,,,
1999 NK37,11751,1,S,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999993,6.0E-6,0.0,0.0,,,
Benbaillaud,11764,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Migaic,11785,1,S,S,0.0,3.4E-5,0.200963,0.0,0.0,0.0,0.0,9.19E-4,0.0,0.187348,5.3E-5,0.0,0.61068,2.0E-6,0.0,0.0,,,
Nicolabonev,11856,1,P,P,1.3E-5,0.0,0.0,0.200603,0.0,0.0,0.0,0.040058,0.0,0.688926,0.0,0.0,0.070188,0.0,0.0,2.11E-4,,0,
Doncarpenter,11876,1,V,V,3.0E-6,0.0,6.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138229,0.007132,0.130604,0.724025,0.0,0.0,,,
Summanus,11885,1,C,C,0.0,0.030392,0.969141,0.0,0.0,3.0E-6,0.0,5.0E-6,0.0,3.92E-4,0.0,0.0,6.7E-5,0.0,0.0,0.0,,,
1992 AE1,11906,1,S,S,0.0,0.0,2.73E-4,0.0,0.0,1.0E-5,0.0,0.0,0.0,0.0,0.349098,2.1E-5,0.650576,2.2E-5,0.0,0.0,,,
1994 AM3,11952,1,S,S,0.0,0.0,2.04E-4,0.0,0.0,4.4E-5,0.0,2.0E-6,0.0,0.0,0.413653,5.7E-5,0.586039,0.0,0.0,0.0,,,
Picha,12051,1,C,C,0.0,0.00508,0.941441,0.0,0.0,7.55E-4,0.0,7.05E-4,0.0,0.039032,0.0,0.0,0.012987,0.0,0.0,0.0,,0,
Anupamakotha,12072,1,P,P,0.0,0.001385,0.123335,0.0,0.0,0.0,0.0,4.0E-5,0.0,0.875164,0.0,0.0,7.7E-5,0.0,0.0,0.0,,0,
1990 CD,12264,1,S,S,6.4E-5,0.0,0.0,0.0,0.0,1.0E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.999934,1.0E-6,0.0,0.0,,,
Chaumont,12281,1,C,C,0.0,0.001274,0.524994,0.0,0.0,0.0,0.0,2.4E-5,0.0,0.454219,0.0,0.0,0.019489,0.0,0.0,0.0,,0,
Zhenya,12421,1,Ch,Ch,0.0,0.001127,0.136547,3.0E-5,0.0,0.0,0.0,0.002485,0.0,0.858947,0.0,0.0,8.64E-4,0.0,0.0,0.0,,1,
Yatescup,12447,1,S,S,4.19E-4,0.0,2.0E-6,0.0,0.0,3.2E-5,0.239027,1.0E-4,0.0,0.0,1.0E-6,0.0,0.760405,1.3E-5,0.0,0.0,,,
1997 AR,12455,1,C,C,0.0,0.462007,0.537795,0.0,0.0,0.0,0.0,4.0E-6,0.0,1.93E-4,1.0E-6,0.0,0.0,0.0,0.0,0.0,,,
1998 OH,12538,1,S,S,1.0E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999986,4.0E-6,0.0,0.0,,,
1998 QM5,12543,1,V,V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4E-5,0.0,0.0,0.999986,0.0,0.0,,,
Tukmit,12711,1,S,S,1.0E-6,0.0,5.5E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007273,0.397354,0.584494,0.010824,0.0,0.0,,,
1998 WZ5,12921,1,P,P,0.0,4.2E-5,0.146256,0.0,0.0,0.010589,1.0E-6,0.253184,0.0,0.589332,0.0,0.0,5.95E-4,0.0,0.0,0.0,,0,
Zephyr,12923,1,Q,Q,0.0,0.0,0.013212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797279,0.0,0.189501,8.0E-6,0.0,0.0,,,
